"X.1","X","PLT_CN","INVYR.x","FLDTYPCD","ECO_ID","COUNTYCD.x","LON","LAT","STDAGE","AgeGroup","Carbon_Mg_ha","cv_dbh","VPD","Elevation","MAT","MAP","pH_mean","bdod_mean","clay_mean","nitrogen_mean","FDis","PC1.CWM","PC2.CWM","Shade.tolerance.FDis","Drought.tolerance.FDis","WD_mean_add.FDis","LMA.FDis","Nmass.FDis","Pmass.FDis","Leaf.longevity.FDis","Max.height.FDis","Leaf.FDis","Shade.tolerance.CWM","Drought.tolerance.CWM","WD_mean_add.CWM","LMA.CWM","Nmass.CWM","Pmass.CWM","Leaf.longevity.CWM","Max.height.CWM","Leaf.CWM"
18,18,"Plot_00018",2015,"Broadleaf Forest",50804,29,-96.291453,34.676637,70,4,14.7746962379365,0.351095382056358,0.86516129,197,16.3,1037,59,153.333333333333,186.666666666667,193.666666666667,1.49884037993814,0.306961646141659,1.12535555420681,0.483934896393969,0.470926325976916,0.565855752422394,0.80161514705266,0.214881107183993,0.43190714506652,0.112775432839305,0.346354318169622,0.32397408774728,2.78444444444444,3.82388888888889,0.572222222222222,0.0767821870494115,17.5135330687831,1.84564223535422,7.20698193838944,21.8333333333333,0.0555555555555556
19,19,"Plot_00019",2020,"Broadleaf Forest",50804,63,-96.290163,34.774784,55,4,11.7488687752458,0.823094920363844,0.860860215,220,16.2,1036,60.6666666666667,150,151.333333333333,358,2.39429444863817,-0.886316936037428,1.98200031194445,0.555141308134337,0.663757669287607,1.18149353584969,0.482466835170009,0.346238428573659,0.293787151465947,0.284054679885035,0.675813303745605,1.37212554810613,1.86888888888889,4.19111111111111,0.518888888888889,0.130280111460599,16.6111772486772,1.5283042790164,11.0602348052416,21.6666666666667,0.333333333333333
20,20,"Plot_00020",2018,"Broadleaf Forest",50804,5,-96.287039,34.286649,50,3,17.4711183325344,0.218314585882806,0.870268817,175,16.6,1047,61,155.333333333333,232,239,1.59359184616241,1.42381557917505,2.15676668117282,0.326161192896288,0.550559051695834,0.743411663006548,0.343178347369077,0.737354364619783,0.407915361281822,0.0191523824263035,0.54740877603394,4.84180596850415e-16,1.74716049382716,4.58604938271605,0.635555555555556,0.0458081987324903,25.2706162116398,1.86710654716417,6.46990072018281,25.5,0
21,21,"Plot_00021",2015,"Broadleaf Forest",50804,5,-96.284003,34.239166,20,2,31.2299832992107,0.754421337512023,0.865994624,198,16.5,1060,62,153.333333333333,253,322,1.28596679437694,0.297224531672371,0.984392621405704,0.48299548397493,0.383229796663572,0.47044019299633,0.635438268373047,0.169930129084875,0.160600329832575,0.161738297787618,0.13257556294572,0.675343043208484,2.756875,3.70625,0.58,0.0648946341112751,17.6981577380952,1.91288745322945,7.55566420331652,24.1875,0.125
22,22,"Plot_00022",2019,"Broadleaf Forest",50804,5,-96.283945,34.372701,41,3,27.4735467302839,0.600180636717492,0.86827957,183,16.5,1045,59.6666666666667,156,237.333333333333,242,1.38319237973272,0.528315220363843,0.7233960581395,0.438859894245114,0.412484030127263,0.71603154595385,0.24667987985177,0.463937897180579,0.355889033904223,0.0672811277471857,0.415625181803547,6.78469626159818e-16,2.85388888888889,3.77111111111111,0.547222222222222,0.0639542874815872,19.2764825228992,1.94263174432999,6.53736760802071,25.6666666666667,0
23,23,"Plot_00023",2018,"Broadleaf Forest",50804,147,-96.282947,33.728425,50,3,24.0424721242822,0.175282240568715,0.881908602,150,17.1,1064,63,158.333333333333,269,145.333333333333,1.34211174958335,-2.0949690711008,1.98389111594469,0.260492278555909,0.306390753789764,0.658341961044428,0.469969752580484,0.337245778285745,0.200231523536326,0.168386927729657,0.279290191854051,0.756069179568682,1.41963149826282,4.49369225314636,0.468571428571429,0.136668703818023,15.9339860645926,1.79797029484974,16.5139983627416,28.2142857142857,0.857142857142857
24,24,"Plot_00024",2018,"Broadleaf Forest",50804,5,-96.280854,34.200741,86,5,60.9993651321262,0.671258727386926,0.866021505,184,16.6,1056,62.6666666666667,152.666666666667,231,325.666666666667,1.61426708473196,0.0202711408563501,1.83146058341142,0.339180514360047,0.799034039390945,0.435237185357149,0.809663995146725,0.39700864581949,0.290182228773408,0.0729906168126285,0.516376532494601,0.280025622062475,2.33089947089947,3.98661375661376,0.58,0.112934715087811,17.6120842042154,1.5868885655458,7.89896697475987,19.5714285714286,0.0476190476190476
25,25,"Plot_00025",2018,"Broadleaf Forest",50804,63,-96.26898,34.98173,75,5,49.0435024408166,0.34933798090849,0.868951613,240,16.1,1033,58.6666666666667,149,152,268.333333333333,1.31042314293727,-0.295875194152646,2.16109265389202,0.407238939984268,0.423354899148044,0.286843239806761,0.468107139374051,0.174833116488542,0.341553863350642,0.102998373873694,0.616609824243924,0.351536297448677,2.41545454545455,4.25909090909091,0.582424242424242,0.119424272957418,16.3999141414141,1.28505442132419,9.48651401293324,19.8484848484848,0.0606060606060606
26,26,"Plot_00026",2019,"Broadleaf Forest",50804,63,-96.264944,34.85522,45,3,36.8334994414274,0.950925532025006,0.856451613,257,16,1047,59.6666666666667,148,172.333333333333,397.333333333333,1.86640663647811,0.112803321370107,0.690979505042882,0.525745151740389,0.576800050342229,0.692965871588246,0.778564322362764,0.313917687327126,0.457975479579739,0.197082213015707,0.390890414886458,0.713505285015185,2.60466666666667,3.48333333333333,0.536666666666667,0.0788986534080719,18.5587756666894,1.94398450162095,8.58086733803159,24.7333333333333,0.133333333333333
27,27,"Plot_00027",2018,"Broadleaf Forest",50804,5,-96.256809,34.314853,52,4,31.1541589932067,0.737775936115921,0.871612903,181,16.6,1051,60,155.333333333333,260.333333333333,160.333333333333,1.35910850410932,0.0949086326917928,1.87398281020086,0.382969578614939,0.703472079671751,0.120306574928515,0.723034004156873,0.260752267746991,0.210777436071789,0.0767007884556484,0.567683175146308,2.12792746386488e-16,2.51191358024691,3.91358024691358,0.603888888888889,0.106724584198785,16.9947442392698,1.41710967136286,7.56383214057085,19.6666666666667,0
