"","MAT","MAP","MAT_bin","MAP_bin","MAT_MAP_bin"
"1",15.9,1009,"2","1","MAT2_MAP1"
"2",16.2,1000,"2","1","MAT2_MAP1"
"3",16,1006,"2","1","MAT2_MAP1"
"4",16.1,1004,"2","1","MAT2_MAP1"
"5",16.6,1031,"2","1","MAT2_MAP1"
"6",16.6,1034,"2","1","MAT2_MAP1"
"7",16.2,1013,"2","1","MAT2_MAP1"
"8",15.9,1018,"2","1","MAT2_MAP1"
"9",16.2,1016,"2","1","MAT2_MAP1"
"10",16.5,1040,"2","1","MAT2_MAP1"
"11",16.1,1020,"2","1","MAT2_MAP1"
"12",16.3,1020,"2","1","MAT2_MAP1"
"13",16.2,1028,"2","1","MAT2_MAP1"
"14",16,1032,"2","1","MAT2_MAP1"
"15",16.1,1024,"2","1","MAT2_MAP1"
"16",16.3,1037,"2","1","MAT2_MAP1"
"17",16.4,1033,"2","1","MAT2_MAP1"
"18",16.2,1036,"2","1","MAT2_MAP1"
"19",16.6,1047,"2","1","MAT2_MAP1"
"20",16.5,1060,"2","1","MAT2_MAP1"
"21",16.5,1045,"2","1","MAT2_MAP1"
"22",17.1,1064,"2","1","MAT2_MAP1"
"23",16.6,1056,"2","1","MAT2_MAP1"
"24",16.1,1033,"2","1","MAT2_MAP1"
"25",16,1047,"2","1","MAT2_MAP1"
"26",16.6,1051,"2","1","MAT2_MAP1"
"27",16,1044,"2","1","MAT2_MAP1"
"28",16,1058,"2","1","MAT2_MAP1"
"29",16.6,1070,"2","1","MAT2_MAP1"
"30",16.1,1068,"2","1","MAT2_MAP1"
"31",16.2,1058,"2","1","MAT2_MAP1"
"32",16.5,1055,"2","1","MAT2_MAP1"
"33",16.5,1063,"2","1","MAT2_MAP1"
"34",16.6,1073,"2","1","MAT2_MAP1"
"35",17,1083,"2","1","MAT2_MAP1"
"36",16.4,1055,"2","1","MAT2_MAP1"
"37",16.1,1047,"2","1","MAT2_MAP1"
"38",15.8,1071,"1","1","MAT1_MAP1"
"39",17,1080,"2","1","MAT2_MAP1"
"40",16,1072,"2","1","MAT2_MAP1"
"41",16.2,1065,"2","1","MAT2_MAP1"
"42",16.3,1067,"2","1","MAT2_MAP1"
"43",16.2,1071,"2","1","MAT2_MAP1"
"44",16.4,1075,"2","1","MAT2_MAP1"
"45",16.5,1076,"2","1","MAT2_MAP1"
"46",16,1062,"2","1","MAT2_MAP1"
"47",16,1079,"2","1","MAT2_MAP1"
"48",16.2,1082,"2","1","MAT2_MAP1"
"49",16,1069,"2","1","MAT2_MAP1"
"50",16.3,1079,"2","1","MAT2_MAP1"
"51",16.2,1081,"2","1","MAT2_MAP1"
"52",16.7,1096,"2","1","MAT2_MAP1"
"53",16.7,1094,"2","1","MAT2_MAP1"
"54",16.5,1071,"2","1","MAT2_MAP1"
"55",16.2,1077,"2","1","MAT2_MAP1"
"56",15.9,1091,"2","1","MAT2_MAP1"
"57",16.2,1091,"2","1","MAT2_MAP1"
"58",15.9,1081,"2","1","MAT2_MAP1"
"59",16.4,1086,"2","1","MAT2_MAP1"
"60",16.1,1053,"2","1","MAT2_MAP1"
"61",16.3,1090,"2","1","MAT2_MAP1"
"62",16.5,1086,"2","1","MAT2_MAP1"
"63",16.6,1088,"2","1","MAT2_MAP1"
"64",16.5,1093,"2","1","MAT2_MAP1"
"65",16.7,1102,"2","1","MAT2_MAP1"
"66",16.6,1106,"2","1","MAT2_MAP1"
"67",16.4,1087,"2","1","MAT2_MAP1"
"68",16.1,1100,"2","1","MAT2_MAP1"
"69",16.3,1094,"2","1","MAT2_MAP1"
"70",16.9,1105,"2","1","MAT2_MAP1"
"71",15.9,1067,"2","1","MAT2_MAP1"
"72",16.1,1093,"2","1","MAT2_MAP1"
"73",16.1,1089,"2","1","MAT2_MAP1"
"74",16.2,1108,"2","1","MAT2_MAP1"
"75",16.5,1097,"2","1","MAT2_MAP1"
"76",16.7,1108,"2","1","MAT2_MAP1"
"77",19.7,1084,"3","1","MAT3_MAP1"
"78",16.7,1092,"2","1","MAT2_MAP1"
"79",16.4,1110,"2","1","MAT2_MAP1"
"80",16.7,1101,"2","1","MAT2_MAP1"
"81",16.2,1075,"2","1","MAT2_MAP1"
"82",16.2,1096,"2","1","MAT2_MAP1"
"83",16.2,1067,"2","1","MAT2_MAP1"
"84",16.1,1124,"2","1","MAT2_MAP1"
"85",16,1101,"2","1","MAT2_MAP1"
"86",15.7,1159,"1","1","MAT1_MAP1"
"87",16.8,1113,"2","1","MAT2_MAP1"
"88",16.9,1113,"2","1","MAT2_MAP1"
"89",16.1,1065,"2","1","MAT2_MAP1"
"90",19.7,1095,"3","1","MAT3_MAP1"
"91",17,1116,"2","1","MAT2_MAP1"
"92",19.7,1094,"3","1","MAT3_MAP1"
"93",16.2,1138,"2","1","MAT2_MAP1"
"94",16.2,1117,"2","1","MAT2_MAP1"
"95",16.7,1113,"2","1","MAT2_MAP1"
"96",16.2,1085,"2","1","MAT2_MAP1"
"97",17,1117,"2","1","MAT2_MAP1"
"98",16.9,1117,"2","1","MAT2_MAP1"
"99",16.8,1120,"2","1","MAT2_MAP1"
"100",16.1,1152,"2","1","MAT2_MAP1"
"101",16.6,1114,"2","1","MAT2_MAP1"
"102",19.6,1108,"3","1","MAT3_MAP1"
"103",19.7,1080,"3","1","MAT3_MAP1"
"104",19.6,1107,"3","1","MAT3_MAP1"
"105",16.9,1121,"2","1","MAT2_MAP1"
"106",16.1,1165,"2","1","MAT2_MAP1"
"107",16.2,1159,"2","1","MAT2_MAP1"
"108",16.8,1131,"2","1","MAT2_MAP1"
"109",16.9,1124,"2","1","MAT2_MAP1"
"110",16.5,1135,"2","1","MAT2_MAP1"
"111",19.6,1115,"3","1","MAT3_MAP1"
"112",19.6,1100,"3","1","MAT3_MAP1"
"113",16.3,1113,"2","1","MAT2_MAP1"
"114",16.4,1098,"2","1","MAT2_MAP1"
"115",16.2,1146,"2","1","MAT2_MAP1"
"116",16.1,1186,"2","1","MAT2_MAP1"
"117",16.3,1173,"2","1","MAT2_MAP1"
"118",16.1,1119,"2","1","MAT2_MAP1"
"119",19.8,1119,"3","1","MAT3_MAP1"
"120",16.7,1139,"2","1","MAT2_MAP1"
"121",18.7,1040,"3","1","MAT3_MAP1"
"122",16.2,1170,"2","1","MAT2_MAP1"
"123",16.4,1152,"2","1","MAT2_MAP1"
"124",16.1,1192,"2","1","MAT2_MAP1"
"125",16.3,1193,"2","1","MAT2_MAP1"
"126",16.5,1153,"2","1","MAT2_MAP1"
"127",16.8,1145,"2","1","MAT2_MAP1"
"128",16.2,1118,"2","1","MAT2_MAP1"
"129",16.6,1149,"2","1","MAT2_MAP1"
"130",16.6,1152,"2","1","MAT2_MAP1"
"131",19.8,1127,"3","1","MAT3_MAP1"
"132",19,1060,"3","1","MAT3_MAP1"
"133",16.7,1151,"2","1","MAT2_MAP1"
"134",19.1,1047,"3","1","MAT3_MAP1"
"135",18.9,1058,"3","1","MAT3_MAP1"
"136",18.9,1053,"3","1","MAT3_MAP1"
"137",18.4,1047,"3","1","MAT3_MAP1"
"138",18.7,1055,"3","1","MAT3_MAP1"
"139",16.3,1074,"2","1","MAT2_MAP1"
"140",19,1059,"3","1","MAT3_MAP1"
"141",19.6,1128,"3","1","MAT3_MAP1"
"142",16.4,1104,"2","1","MAT2_MAP1"
"143",16.4,1160,"2","1","MAT2_MAP1"
"144",16.9,1147,"2","1","MAT2_MAP1"
"145",16.4,1084,"2","1","MAT2_MAP1"
"146",16.6,1161,"2","1","MAT2_MAP1"
"147",16.4,1130,"2","1","MAT2_MAP1"
"148",16.4,1113,"2","1","MAT2_MAP1"
"149",18.8,1065,"3","1","MAT3_MAP1"
"150",18.8,1076,"3","1","MAT3_MAP1"
"151",18.8,1070,"3","1","MAT3_MAP1"
"152",18.6,1047,"3","1","MAT3_MAP1"
"153",18.1,1057,"3","1","MAT3_MAP1"
"154",16.4,1103,"2","1","MAT2_MAP1"
"155",16.5,1103,"2","1","MAT2_MAP1"
"156",18.9,1061,"3","1","MAT3_MAP1"
"157",16.5,1186,"2","1","MAT2_MAP1"
"158",18.9,1065,"3","1","MAT3_MAP1"
"159",16.5,1176,"2","1","MAT2_MAP1"
"160",16,1228,"2","1","MAT2_MAP1"
"161",16.9,1166,"2","1","MAT2_MAP1"
"162",18.6,1064,"3","1","MAT3_MAP1"
"163",19.8,1157,"3","1","MAT3_MAP1"
"164",18.8,1069,"3","1","MAT3_MAP1"
"165",18.1,1064,"3","1","MAT3_MAP1"
"166",18.6,1070,"3","1","MAT3_MAP1"
"167",19,1067,"3","1","MAT3_MAP1"
"168",16.1,1198,"2","1","MAT2_MAP1"
"169",16.3,1139,"2","1","MAT2_MAP1"
"170",16.5,1112,"2","1","MAT2_MAP1"
"171",16.6,1190,"2","1","MAT2_MAP1"
"172",16.3,1127,"2","1","MAT2_MAP1"
"173",16.4,1138,"2","1","MAT2_MAP1"
"174",19.2,1086,"3","1","MAT3_MAP1"
"175",19.5,1144,"3","1","MAT3_MAP1"
"176",16,1234,"2","1","MAT2_MAP1"
"177",18.8,1073,"3","1","MAT3_MAP1"
"178",16.3,1164,"2","1","MAT2_MAP1"
"179",17.1,1160,"2","1","MAT2_MAP1"
"180",19,1064,"3","1","MAT3_MAP1"
"181",18.7,1058,"3","1","MAT3_MAP1"
"182",18.6,1049,"3","1","MAT3_MAP1"
"183",18.9,1080,"3","1","MAT3_MAP1"
"184",18,1054,"2","1","MAT2_MAP1"
"185",18.6,1084,"3","1","MAT3_MAP1"
"186",18.2,1056,"3","1","MAT3_MAP1"
"187",16.6,1194,"2","1","MAT2_MAP1"
"188",19.4,1102,"3","1","MAT3_MAP1"
"189",16.3,1149,"2","1","MAT2_MAP1"
"190",16.4,1129,"2","1","MAT2_MAP1"
"191",17.6,1079,"2","1","MAT2_MAP1"
"192",16.4,1132,"2","1","MAT2_MAP1"
"193",20,1175,"3","1","MAT3_MAP1"
"194",16.2,1126,"2","1","MAT2_MAP1"
"195",19.3,1094,"3","1","MAT3_MAP1"
"196",16.9,1179,"2","1","MAT2_MAP1"
"197",16.3,1171,"2","1","MAT2_MAP1"
"198",19.8,1178,"3","1","MAT3_MAP1"
"199",17.1,1171,"2","1","MAT2_MAP1"
"200",19,1065,"3","1","MAT3_MAP1"
"201",17.7,1070,"2","1","MAT2_MAP1"
"202",17.7,1067,"2","1","MAT2_MAP1"
"203",16.5,1214,"2","1","MAT2_MAP1"
"204",17,1181,"2","1","MAT2_MAP1"
"205",16.3,1145,"2","1","MAT2_MAP1"
"206",19,1094,"3","1","MAT3_MAP1"
"207",16.6,1208,"2","1","MAT2_MAP1"
"208",19.3,1172,"3","1","MAT3_MAP1"
"209",16.4,1166,"2","1","MAT2_MAP1"
"210",19.1,1066,"3","1","MAT3_MAP1"
"211",16.7,1196,"2","1","MAT2_MAP1"
"212",16.7,1198,"2","1","MAT2_MAP1"
"213",19.1,1067,"3","1","MAT3_MAP1"
"214",18.7,1084,"3","1","MAT3_MAP1"
"215",19,1062,"3","1","MAT3_MAP1"
"216",19,1069,"3","1","MAT3_MAP1"
"217",18.8,1086,"3","1","MAT3_MAP1"
"218",17.6,1077,"2","1","MAT2_MAP1"
"219",17.7,1071,"2","1","MAT2_MAP1"
"220",18,1058,"2","1","MAT2_MAP1"
"221",17.9,1073,"2","1","MAT2_MAP1"
"222",18.2,1073,"3","1","MAT3_MAP1"
"223",18.4,1070,"3","1","MAT3_MAP1"
"224",19.3,1190,"3","1","MAT3_MAP1"
"225",19,1072,"3","1","MAT3_MAP1"
"226",16.3,1151,"2","1","MAT2_MAP1"
"227",19.6,1203,"3","1","MAT3_MAP1"
"228",19.1,1156,"3","1","MAT3_MAP1"
"229",18.8,1084,"3","1","MAT3_MAP1"
"230",16.8,1202,"2","1","MAT2_MAP1"
"231",16.7,1205,"2","1","MAT2_MAP1"
"232",16.2,1201,"2","1","MAT2_MAP1"
"233",16.9,1190,"2","1","MAT2_MAP1"
"234",16.2,1124,"2","1","MAT2_MAP1"
"235",19,1076,"3","1","MAT3_MAP1"
"236",18.6,1073,"3","1","MAT3_MAP1"
"237",16.9,1195,"2","1","MAT2_MAP1"
"238",17,1185,"2","1","MAT2_MAP1"
"239",17.9,1066,"2","1","MAT2_MAP1"
"240",17.6,1080,"2","1","MAT2_MAP1"
"241",17.8,1068,"2","1","MAT2_MAP1"
"242",19.5,1209,"3","1","MAT3_MAP1"
"243",16.4,1143,"2","1","MAT2_MAP1"
"244",18.4,1082,"3","1","MAT3_MAP1"
"245",19.2,1210,"3","1","MAT3_MAP1"
"246",18.7,1088,"3","1","MAT3_MAP1"
"247",16.8,1209,"2","1","MAT2_MAP1"
"248",19,1102,"3","1","MAT3_MAP1"
"249",16.6,1223,"2","1","MAT2_MAP1"
"250",16.1,1150,"2","1","MAT2_MAP1"
"251",18.6,1087,"3","1","MAT3_MAP1"
"252",16,1147,"2","1","MAT2_MAP1"
"253",18.7,1093,"3","1","MAT3_MAP1"
"254",18,1067,"2","1","MAT2_MAP1"
"255",17.5,1086,"2","1","MAT2_MAP1"
"256",18,1066,"2","1","MAT2_MAP1"
"257",18.6,1088,"3","1","MAT3_MAP1"
"258",19.2,1201,"3","1","MAT3_MAP1"
"259",16.9,1208,"2","1","MAT2_MAP1"
"260",16.7,1228,"2","1","MAT2_MAP1"
"261",19.1,1182,"3","1","MAT3_MAP1"
"262",16.5,1220,"2","1","MAT2_MAP1"
"263",17,1193,"2","1","MAT2_MAP1"
"264",16.3,1196,"2","1","MAT2_MAP1"
"265",16.5,1212,"2","1","MAT2_MAP1"
"266",16.7,1227,"2","1","MAT2_MAP1"
"267",16,1154,"2","1","MAT2_MAP1"
"268",19,1080,"3","1","MAT3_MAP1"
"269",18.9,1082,"3","1","MAT3_MAP1"
"270",17,1202,"2","1","MAT2_MAP1"
"271",16.3,1238,"2","1","MAT2_MAP1"
"272",17.9,1072,"2","1","MAT2_MAP1"
"273",17.3,1117,"2","1","MAT2_MAP1"
"274",17.6,1084,"2","1","MAT2_MAP1"
"275",18.6,1103,"3","1","MAT3_MAP1"
"276",18.9,1087,"3","1","MAT3_MAP1"
"277",16.9,1210,"2","1","MAT2_MAP1"
"278",16.1,1131,"2","1","MAT2_MAP1"
"279",16.8,1225,"2","1","MAT2_MAP1"
"280",16.3,1239,"2","1","MAT2_MAP1"
"281",18.8,1098,"3","1","MAT3_MAP1"
"282",16.2,1149,"2","1","MAT2_MAP1"
"283",16.1,1220,"2","1","MAT2_MAP1"
"284",18.8,1095,"3","1","MAT3_MAP1"
"285",17.6,1095,"2","1","MAT2_MAP1"
"286",18.9,1090,"3","1","MAT3_MAP1"
"287",16.3,1200,"2","1","MAT2_MAP1"
"288",18.1,1078,"3","1","MAT3_MAP1"
"289",18,1076,"2","1","MAT2_MAP1"
"290",17.8,1083,"2","1","MAT2_MAP1"
"291",18.9,1086,"3","1","MAT3_MAP1"
"292",16.8,1227,"2","1","MAT2_MAP1"
"293",17.4,1117,"2","1","MAT2_MAP1"
"294",15.8,1260,"1","2","MAT1_MAP2"
"295",18.7,1112,"3","1","MAT3_MAP1"
"296",16.1,1179,"2","1","MAT2_MAP1"
"297",16.3,1235,"2","1","MAT2_MAP1"
"298",18.9,1101,"3","1","MAT3_MAP1"
"299",16.9,1227,"2","1","MAT2_MAP1"
"300",18.7,1096,"3","1","MAT3_MAP1"
"301",16.2,1135,"2","1","MAT2_MAP1"
"302",16.1,1217,"2","1","MAT2_MAP1"
"303",16.9,1215,"2","1","MAT2_MAP1"
"304",16.1,1256,"2","2","MAT2_MAP2"
"305",15.6,1266,"1","2","MAT1_MAP2"
"306",17.6,1099,"2","1","MAT2_MAP1"
"307",17.4,1115,"2","1","MAT2_MAP1"
"308",19.1,1241,"3","1","MAT3_MAP1"
"309",17.7,1097,"2","1","MAT2_MAP1"
"310",18.6,1098,"3","1","MAT3_MAP1"
"311",17.5,1107,"2","1","MAT2_MAP1"
"312",18.1,1108,"3","1","MAT3_MAP1"
"313",17.4,1127,"2","1","MAT2_MAP1"
"314",19.9,1263,"3","2","MAT3_MAP2"
"315",19.7,1264,"3","2","MAT3_MAP2"
"316",18.8,1099,"3","1","MAT3_MAP1"
"317",18.8,1232,"3","1","MAT3_MAP1"
"318",15.3,1294,"1","2","MAT1_MAP2"
"319",16.4,1241,"2","1","MAT2_MAP1"
"320",16.4,1158,"2","1","MAT2_MAP1"
"321",18.8,1106,"3","1","MAT3_MAP1"
"322",16.9,1232,"2","1","MAT2_MAP1"
"323",15.8,1255,"1","2","MAT1_MAP2"
"324",16.1,1230,"2","1","MAT2_MAP1"
"325",16.9,1223,"2","1","MAT2_MAP1"
"326",17.5,1120,"2","1","MAT2_MAP1"
"327",20.2,1280,"3","2","MAT3_MAP2"
"328",18.4,1115,"3","1","MAT3_MAP1"
"329",19.7,1277,"3","2","MAT3_MAP2"
"330",19.5,1279,"3","2","MAT3_MAP2"
"331",16.2,1208,"2","1","MAT2_MAP1"
"332",19.1,1271,"3","2","MAT3_MAP2"
"333",20,1284,"3","2","MAT3_MAP2"
"334",18.5,1121,"3","1","MAT3_MAP1"
"335",19.1,1283,"3","2","MAT3_MAP2"
"336",16,1247,"2","1","MAT2_MAP1"
"337",16.1,1287,"2","2","MAT2_MAP2"
"338",18.4,1123,"3","1","MAT3_MAP1"
"339",16.2,1150,"2","1","MAT2_MAP1"
"340",16.1,1160,"2","1","MAT2_MAP1"
"341",16.8,1253,"2","2","MAT2_MAP2"
"342",15.5,1228,"1","1","MAT1_MAP1"
"343",15.9,1153,"2","1","MAT2_MAP1"
"344",16,1236,"2","1","MAT2_MAP1"
"345",18,1104,"2","1","MAT2_MAP1"
"346",17.8,1114,"2","1","MAT2_MAP1"
"347",19.6,1291,"3","2","MAT3_MAP2"
"348",18.9,1114,"3","1","MAT3_MAP1"
"349",17,1212,"2","1","MAT2_MAP1"
"350",19,1256,"3","2","MAT3_MAP2"
"351",19,1264,"3","2","MAT3_MAP2"
"352",18.7,1116,"3","1","MAT3_MAP1"
"353",15.9,1208,"2","1","MAT2_MAP1"
"354",16.3,1157,"2","1","MAT2_MAP1"
"355",16.4,1155,"2","1","MAT2_MAP1"
"356",16.3,1198,"2","1","MAT2_MAP1"
"357",16.1,1135,"2","1","MAT2_MAP1"
"358",17,1232,"2","1","MAT2_MAP1"
"359",15.9,1252,"2","1","MAT2_MAP1"
"360",16.2,1145,"2","1","MAT2_MAP1"
"361",17.9,1119,"2","1","MAT2_MAP1"
"362",17.7,1119,"2","1","MAT2_MAP1"
"363",17.9,1133,"2","1","MAT2_MAP1"
"364",18,1113,"2","1","MAT2_MAP1"
"365",19.1,1258,"3","2","MAT3_MAP2"
"366",15.4,1326,"1","2","MAT1_MAP2"
"367",18.9,1225,"3","1","MAT3_MAP1"
"368",17,1218,"2","1","MAT2_MAP1"
"369",18.8,1116,"3","1","MAT3_MAP1"
"370",18.3,1130,"3","1","MAT3_MAP1"
"371",16.4,1147,"2","1","MAT2_MAP1"
"372",17.7,1124,"2","1","MAT2_MAP1"
"373",16,1251,"2","1","MAT2_MAP1"
"374",16.1,1268,"2","2","MAT2_MAP2"
"375",18.7,1124,"3","1","MAT3_MAP1"
"376",18.5,1127,"3","1","MAT3_MAP1"
"377",16.1,1155,"2","1","MAT2_MAP1"
"378",18.7,1121,"3","1","MAT3_MAP1"
"379",18.5,1134,"3","1","MAT3_MAP1"
"380",15.4,1286,"1","2","MAT1_MAP2"
"381",16.1,1297,"2","2","MAT2_MAP2"
"382",15.7,1215,"1","1","MAT1_MAP1"
"383",19.1,1256,"3","2","MAT3_MAP2"
"384",19,1119,"3","1","MAT3_MAP1"
"385",16.6,1284,"2","2","MAT2_MAP2"
"386",19,1122,"3","1","MAT3_MAP1"
"387",19.6,1315,"3","2","MAT3_MAP2"
"388",19.1,1277,"3","2","MAT3_MAP2"
"389",19,1118,"3","1","MAT3_MAP1"
"390",18.8,1236,"3","1","MAT3_MAP1"
"391",18.1,1136,"3","1","MAT3_MAP1"
"392",16.2,1219,"2","1","MAT2_MAP1"
"393",17.7,1145,"2","1","MAT2_MAP1"
"394",15.8,1253,"1","2","MAT1_MAP2"
"395",15.9,1294,"2","2","MAT2_MAP2"
"396",17.8,1140,"2","1","MAT2_MAP1"
"397",16.8,1236,"2","1","MAT2_MAP1"
"398",16.3,1150,"2","1","MAT2_MAP1"
"399",17.8,1136,"2","1","MAT2_MAP1"
"400",14.7,1351,"1","2","MAT1_MAP2"
"401",18.3,1151,"3","1","MAT3_MAP1"
"402",18,1128,"2","1","MAT2_MAP1"
"403",17.7,1141,"2","1","MAT2_MAP1"
"404",16.2,1172,"2","1","MAT2_MAP1"
"405",16.1,1211,"2","1","MAT2_MAP1"
"406",18.3,1144,"3","1","MAT3_MAP1"
"407",17.9,1155,"2","1","MAT2_MAP1"
"408",17.9,1131,"2","1","MAT2_MAP1"
"409",16.8,1248,"2","1","MAT2_MAP1"
"410",18.8,1127,"3","1","MAT3_MAP1"
"411",15.1,1328,"1","2","MAT1_MAP2"
"412",18,1152,"2","1","MAT2_MAP1"
"413",16.3,1296,"2","2","MAT2_MAP2"
"414",16.1,1215,"2","1","MAT2_MAP1"
"415",16,1264,"2","2","MAT2_MAP2"
"416",17.9,1145,"2","1","MAT2_MAP1"
"417",16.3,1169,"2","1","MAT2_MAP1"
"418",16.8,1239,"2","1","MAT2_MAP1"
"419",18.4,1146,"3","1","MAT3_MAP1"
"420",18.8,1224,"3","1","MAT3_MAP1"
"421",18.4,1144,"3","1","MAT3_MAP1"
"422",18,1157,"2","1","MAT2_MAP1"
"423",18.1,1147,"3","1","MAT3_MAP1"
"424",19.4,1312,"3","2","MAT3_MAP2"
"425",18.1,1155,"3","1","MAT3_MAP1"
"426",18,1156,"2","1","MAT2_MAP1"
"427",19,1135,"3","1","MAT3_MAP1"
"428",20.1,1334,"3","2","MAT3_MAP2"
"429",19.4,1306,"3","2","MAT3_MAP2"
"430",19.7,1330,"3","2","MAT3_MAP2"
"431",19.5,1317,"3","2","MAT3_MAP2"
"432",19.5,1324,"3","2","MAT3_MAP2"
"433",19.2,1299,"3","2","MAT3_MAP2"
"434",19.9,1331,"3","2","MAT3_MAP2"
"435",20.2,1343,"3","2","MAT3_MAP2"
"436",18.9,1278,"3","2","MAT3_MAP2"
"437",18.1,1146,"3","1","MAT3_MAP1"
"438",19.1,1288,"3","2","MAT3_MAP2"
"439",17,1227,"2","1","MAT2_MAP1"
"440",18.8,1133,"3","1","MAT3_MAP1"
"441",19,1144,"3","1","MAT3_MAP1"
"442",15.8,1246,"1","1","MAT1_MAP1"
"443",16.6,1264,"2","2","MAT2_MAP2"
"444",17.9,1162,"2","1","MAT2_MAP1"
"445",19.9,1337,"3","2","MAT3_MAP2"
"446",18.1,1145,"3","1","MAT3_MAP1"
"447",18.1,1148,"3","1","MAT3_MAP1"
"448",15.9,1268,"2","2","MAT2_MAP2"
"449",18.2,1163,"3","1","MAT3_MAP1"
"450",14.9,1344,"1","2","MAT1_MAP2"
"451",16.4,1294,"2","2","MAT2_MAP2"
"452",16.7,1241,"2","1","MAT2_MAP1"
"453",15.9,1235,"2","1","MAT2_MAP1"
"454",16.3,1158,"2","1","MAT2_MAP1"
"455",15.9,1222,"2","1","MAT2_MAP1"
"456",16.2,1142,"2","1","MAT2_MAP1"
"457",16.6,1269,"2","2","MAT2_MAP2"
"458",14.8,1320,"1","2","MAT1_MAP2"
"459",15.9,1326,"2","2","MAT2_MAP2"
"460",19.6,1332,"3","2","MAT3_MAP2"
"461",19.8,1339,"3","2","MAT3_MAP2"
"462",19.2,1308,"3","2","MAT3_MAP2"
"463",20.2,1345,"3","2","MAT3_MAP2"
"464",20,1345,"3","2","MAT3_MAP2"
"465",19.5,1330,"3","2","MAT3_MAP2"
"466",18,1160,"2","1","MAT2_MAP1"
"467",18.9,1184,"3","1","MAT3_MAP1"
"468",20.2,1352,"3","2","MAT3_MAP2"
"469",18.1,1163,"3","1","MAT3_MAP1"
"470",18.4,1158,"3","1","MAT3_MAP1"
"471",18,1164,"2","1","MAT2_MAP1"
"472",16.7,1243,"2","1","MAT2_MAP1"
"473",15.5,1257,"1","2","MAT1_MAP2"
"474",19.5,1334,"3","2","MAT3_MAP2"
"475",16.2,1165,"2","1","MAT2_MAP1"
"476",15.9,1199,"2","1","MAT2_MAP1"
"477",15.9,1328,"2","2","MAT2_MAP2"
"478",16,1323,"2","2","MAT2_MAP2"
"479",18.1,1158,"3","1","MAT3_MAP1"
"480",16.4,1281,"2","2","MAT2_MAP2"
"481",15,1338,"1","2","MAT1_MAP2"
"482",19.9,1347,"3","2","MAT3_MAP2"
"483",16,1150,"2","1","MAT2_MAP1"
"484",20.2,1340,"3","2","MAT3_MAP2"
"485",19.2,1330,"3","2","MAT3_MAP2"
"486",18.4,1152,"3","1","MAT3_MAP1"
"487",19,1311,"3","2","MAT3_MAP2"
"488",17,1234,"2","1","MAT2_MAP1"
"489",19,1169,"3","1","MAT3_MAP1"
"490",18.2,1172,"3","1","MAT3_MAP1"
"491",15.6,1341,"1","2","MAT1_MAP2"
"492",16.6,1259,"2","2","MAT2_MAP2"
"493",15.3,1209,"1","1","MAT1_MAP1"
"494",16.5,1269,"2","2","MAT2_MAP2"
"495",18.1,1165,"3","1","MAT3_MAP1"
"496",17.8,1183,"2","1","MAT2_MAP1"
"497",18.1,1174,"3","1","MAT3_MAP1"
"498",19.5,1344,"3","2","MAT3_MAP2"
"499",16.3,1142,"2","1","MAT2_MAP1"
"500",19.6,1355,"3","2","MAT3_MAP2"
"501",18.9,1298,"3","2","MAT3_MAP2"
"502",19,1200,"3","1","MAT3_MAP1"
"503",19,1178,"3","1","MAT3_MAP1"
"504",18.7,1245,"3","1","MAT3_MAP1"
"505",18.8,1313,"3","2","MAT3_MAP2"
"506",18.4,1156,"3","1","MAT3_MAP1"
"507",18.4,1173,"3","1","MAT3_MAP1"
"508",18.8,1155,"3","1","MAT3_MAP1"
"509",18.2,1180,"3","1","MAT3_MAP1"
"510",18,1181,"2","1","MAT2_MAP1"
"511",16.2,1144,"2","1","MAT2_MAP1"
"512",17.1,1237,"2","1","MAT2_MAP1"
"513",18.1,1180,"3","1","MAT3_MAP1"
"514",18.1,1183,"3","1","MAT3_MAP1"
"515",18.6,1164,"3","1","MAT3_MAP1"
"516",14.7,1337,"1","2","MAT1_MAP2"
"517",16.6,1274,"2","2","MAT2_MAP2"
"518",17.9,1191,"2","1","MAT2_MAP1"
"519",16.4,1287,"2","2","MAT2_MAP2"
"520",15,1335,"1","2","MAT1_MAP2"
"521",15.9,1156,"2","1","MAT2_MAP1"
"522",18.9,1177,"3","1","MAT3_MAP1"
"523",19,1197,"3","1","MAT3_MAP1"
"524",18.7,1280,"3","2","MAT3_MAP2"
"525",17.9,1187,"2","1","MAT2_MAP1"
"526",16.6,1268,"2","2","MAT2_MAP2"
"527",17,1244,"2","1","MAT2_MAP1"
"528",18.9,1192,"3","1","MAT3_MAP1"
"529",18.2,1183,"3","1","MAT3_MAP1"
"530",18.5,1173,"3","1","MAT3_MAP1"
"531",18.3,1181,"3","1","MAT3_MAP1"
"532",18.6,1169,"3","1","MAT3_MAP1"
"533",18.8,1179,"3","1","MAT3_MAP1"
"534",17.6,1206,"2","1","MAT2_MAP1"
"535",13.9,1385,"1","2","MAT1_MAP2"
"536",15.8,1343,"1","2","MAT1_MAP2"
"537",14.7,1356,"1","2","MAT1_MAP2"
"538",15.6,1336,"1","2","MAT1_MAP2"
"539",15.7,1347,"1","2","MAT1_MAP2"
"540",19.9,1368,"3","2","MAT3_MAP2"
"541",15.1,1342,"1","2","MAT1_MAP2"
"542",15.6,1357,"1","2","MAT1_MAP2"
"543",18.9,1201,"3","1","MAT3_MAP1"
